,BEGININNG_BASELINE
EEG,10786
Fnirs,337
EMG_ECG,5800
,BEGINNING_STIMULATING
EEG,26210
Fnirs,819
EMG_ECG,13376
,ENDING_STIMULATING
EEG,49250
Fnirs,1539
EMG_ECG,24609
