,BEGININNG_BASELINE
EEG,18914
Fnirs,591
EMG_ECG,9625
,BEGINNING_STIMULATING
EEG,34914
Fnirs,1091
EMG_ECG,16478
,ENDING_STIMULATING
EEG,57945
Fnirs,1811
EMG_ECG,27728
