,BEGININNG_BASELINE
EEG,3298
Fnirs,101
EMG_ECG,1210
,BEGINNING_STIMULATING
EEG,18658
Fnirs,1079
EMG_ECG,8785
,ENDING_STIMULATING
EEG,38912
Fnirs,1216
EMG_ECG,20036
