 ECG Channel 
1961.387928
2075.851211
2133.809284
2155.468125
2175.674102
2190.13568
2191.700303
2192.013227
2203.792596
2218.18712
2223.864463
2227.41839
2237.990765
2253.771097
2258.107335
2261.75067
2273.306522
2288.818632
2296.284115
2299.569821
2310.231603
2328.582386
2347.581368
2358.421964
2373.643502
2396.375227
2415.821244
2429.768733
2446.554893
2474.315759
2504.870594
2528.384629
2548.076516
2576.686749
2613.120093
2642.445581
2663.009186
2696.290934
2732.545463
2755.344242
2767.928275
2785.921429
2808.586098
2823.070028
2823.137083
2821.706572
2825.081685
2821.527758
2799.064255
2774.164411
2751.633853
2720.430818
2675.682625
2625.90529
2583.325217
2544.209664
2499.841452
2451.025242
2412.356724
2384.797023
2351.515275
2317.473569
2297.021722
2285.220001
2269.283208
2246.37267
2237.499027
2237.096696
2234.705059
2221.495178
2216.488387
2220.422294
2222.92569
2218.209471
2216.421332
2222.769227
2224.780884
2220.981088
2218.030658
2220.779922
2226.412562
2223.417428
2215.147282
2215.661373
2222.590413
2222.255137
2214.588489
2212.666239
2213.873233
2210.855748
2203.8373
2199.568117
2198.986971
2193.890774
2183.519564
2179.339788
2180.345616
2177.931628
2167.515715
2160.005529
2158.195038
2157.479782
2150.170761
2141.900616
2146.035689
2149.38845
2143.711107
2139.106648
2137.050287
2140.492456
2139.531331
2133.831636
2131.395296
2135.03863
2137.474971
2129.920081
2128.221348
2137.162046
2137.85495
2129.875377
2129.718915
2134.412782
2137.318508
2132.155255
0
2071.939656
2082.892011
2101.667476
2117.157235
2125.919119
2135.508017
2153.054136
2159.849067
2150.953072
2130.16595
2115.950241
2103.567374
2083.27199
2070.598551
2077.572295
2083.920191
2079.516897
2070.062109
2070.039757
2073.101946
2071.380862
2066.977569
2069.369205
2076.410005
2074.465403
2067.268141
2055.712289
2069.905647
2165.101727
2340.80879
2584.286342
2853.736622
2908.543099
2771.32574
2648.435849
2502.076626
2255.648643
2001.91164
1711.495425
1544.304376
1559.3471
1653.26913
1761.518629
1875.847802
1997.485995
2071.917304
2106.271935
2126.410857
2145.566302
2154.685814
2154.283482
2160.318453
2178.669236
2186.090015
2187.989913
2197.422349
2215.862538
2228.960661
2232.134608
2234.369783
2246.439725
2258.442612
2269.864353
2278.805051
2293.557202
2311.997391
2326.794246
2336.293737
2357.572598
2388.529764
2409.696866
2421.118608
2446.152561
2482.876478
2513.252498
2538.912301
2565.734394
2600.737226
2634.331898
2664.394994
2695.128643
2724.856463
2751.633853
2766.07308
2779.998217
2795.756196
2803.333438
2793.833946
2785.228525
2782.322798
2778.970036
2754.696042
2719.089713
2689.384245
2657.04127
2606.727494
2549.976414
2503.976524
2462.849315
2414.457788
2363.071127
2321.876862
2293.333685
2265.796335
2235.085039
2207.257117
2196.193003
2187.609933
2176.367006
2168.99093
2172.746023
2174.377701
2169.594427
2163.559456
2164.341767
2169.885
2169.974407
2162.8442
2166.666349
2177.663407
2178.646884
2170.041462
2168.47684
2176.746986
2178.937456
2172.053119
2166.353424
2165.794631
2164.386471
2158.48561
2158.217389
2162.911256
2166.93457
2154.484648
2144.359308
2142.995851
2142.682927
2131.238834
2119.258299
2117.403104
2119.280651
2116.240813
2105.333162
2100.594592
2107.23306
2107.09895
2097.688865
2095.274877
2093.330275
2095.677208
2089.351665
2084.009598
