,BEGININNG_BASELINE
EEG,15522
Fnirs,485
EMG_ECG,4096
,BEGINNING_STIMULATING
EEG,30914
Fnirs,739
EMG_ECG,11551
,ENDING_STIMULATING
EEG,53954
Fnirs,1686
EMG_ECG,22801
