,BEGININNG_BASELINE
EEG,15554
fNirs,0
ECG/EMG,6620
,BEGINNING_STIMULATING
EEG,31234
fNirs,123
ECG/EMG,14124
,ENDING_STIMULATING
EEG,50816
fNirs,488
ECG/EMG,21232
