EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
-13313.4,-11576.6,-12028.9,-16393.9,2330.8,5239.9,4014.6,4168.1
-13312.6,-11574.9,-12031.4,-16392.1,2334.4,5241.2,4017.5,4167.8
-13313.1,-11575.5,-12035.3,-16391.6,2339.6,5249.4,4027.3,4180.3
-13310.7,-11571.2,-12032.3,-16390.3,2338.4,5249.8,4028.2,4177.1
-13312.9,-11567.1,-12031.7,-16389.1,2337.7,5246.2,4022.1,4170.5
-13311.9,-11564.2,-12031.3,-16387.4,2336.2,5243.9,4017.4,4167.1
-13307.1,-11563.6,-12030,-16385.3,2334.4,5245,4018,4170.2
-13305.9,-11564.1,-12030.9,-16385.8,2334.4,5245.2,4021,4167.9
-13304.4,-11562.6,-12031.5,-16384.7,2335.8,5243.5,4019.1,4163.2
-13304,-11564.7,-12033,-16385.1,2335.5,5242.2,4018.6,4162.6
-13305.5,-11570.1,-12037.4,-16388,2338.6,5246.7,4026.8,4169.8
-13306,-11568.1,-12035.2,-16388.6,2339.3,5248.8,4027.5,4169.6
-13305.9,-11566.3,-12030.3,-16389.6,2332.7,5245.3,4020.7,4166.9
-13304.3,-11566.1,-12028.2,-16388.7,2327.3,5243.1,4013.9,4166.4
-13302.2,-11567.3,-12029.2,-16388,2324.8,5236,4005.4,4157.8
-13302.1,-11569.8,-12029.6,-16389.3,2323.4,5232.3,4003,4151.9
-13303.6,-11571.4,-12030.6,-16392.3,2326.1,5233.5,4006.2,4152.2
-13306.3,-11570,-12033.3,-16396.2,2325.4,5234.5,4008,4153
-13305.4,-11563.1,-12032,-16396,2324,5229,4001.2,4145
-13308.4,-11569.4,-12033.6,-16395.8,2327.9,5229,4003.3,4150.5
-13312.2,-11573.9,-12036.6,-16394.3,2329,5232.5,4007.1,4154
-13311.6,-11578.2,-12034.5,-16395.9,2330.2,5237.2,4013.7,4160.1
-13309.8,-11580,-12032.1,-16397.4,2331.9,5242.4,4021,4164.1
-13308.3,-11577.1,-12030,-16397.1,2331.4,5244.2,4021.6,4162.7
-13306.2,-11575.3,-12030,-16397.6,2330.2,5243.5,4020.2,4162.2
-13305.5,-11574.9,-12033.2,-16398.9,2327.9,5244.1,4020.9,4162.4
-13305,-11574,-12035.9,-16401.1,2325.2,5242.7,4021.2,4159.9
-13307,-11576.5,-12037.7,-16399.7,2329.8,5243.2,4022.9,4158.7
-13308.3,-11576.1,-12038,-16396.9,2329.6,5243.7,4021.3,4158.9
-13305.9,-11574.1,-12035.1,-16393.2,2326.5,5241.5,4016.3,4157.3
-13304,-11572,-12030.8,-16389.5,2329,5239.8,4011.9,4155.2
-13302.7,-11573.6,-12029.8,-16390.1,2330.2,5240.6,4013.2,4157.3
-13303.6,-11574.2,-12031.4,-16390.5,2328.4,5240.7,4013.8,4156.8
-13305.4,-11572.9,-12033.6,-16389.1,2333.2,5243.3,4015.3,4159.6
-13306.5,-11577.1,-12036.9,-16390.3,2339.9,5252,4026.1,4174.5
-13304.6,-11573,-12036.8,-16389.5,2335.7,5253.5,4026.7,4173.6
-13303.7,-11564,-12035.8,-16385.4,2331.8,5250.1,4017.6,4165.5
-13303.8,-11561.3,-12032.6,-16382.2,2329.6,5247.3,4011.3,4165.3
-13304.5,-11565.4,-12031.7,-16383.2,2330.5,5249,4014.6,4169.4
-13305.2,-11563,-12030.8,-16382.3,2331.6,5248.5,4014.4,4164.4
-13305.1,-11564.5,-12028.7,-16380.7,2330.8,5245.4,4012.1,4160.2
-13303.6,-11566.2,-12029.6,-16379.8,2327.4,5243.6,4011.3,4160.2
-13303.8,-11566.1,-12032.4,-16382.3,2327.1,5247,4018,4167.5
-13304.1,-11562.9,-12031.8,-16385,2326.6,5246.5,4017.8,4166.4
-13303.3,-11561.7,-12030.6,-16383.5,2325.5,5243.4,4013.6,4163.4
-13303.6,-11563.6,-12028.6,-16381.1,2326.8,5241.4,4011.6,4162.6
-13304.3,-11567.9,-12028.4,-16381.1,2321.3,5234.8,4006.6,4154.2
-13302.8,-11567.3,-12031,-16382.1,2320.3,5233.2,4002.7,4150.4
-13303.5,-11569.3,-12032.4,-16385.3,2324.4,5234.8,4004.8,4154.9
-13305.5,-11571.4,-12032.7,-16387.4,2323.2,5234.8,4006.5,4155.5
-13303.9,-11564.1,-12030.1,-16385.3,2317.3,5227.4,3997.6,4143.3
-13304.6,-11566.5,-12030,-16385.3,2319.3,5225.4,3996.2,4145.8
-13303.7,-11569.5,-12030.6,-16386,2318.4,5228.4,3998.8,4153.9
-13301.9,-11568.4,-12030.2,-16384.6,2316.8,5228.4,3998.4,4154.7
-13301.8,-11567.4,-12030.6,-16383.7,2318.7,5229.2,4000.7,4154.1
-13302,-11569.1,-12032.7,-16384.5,2319.7,5230.6,4002.9,4154.3
-13304.9,-11570,-12035.4,-16385.9,2320,5232,4003.8,4155.2
-13307.8,-11569.9,-12037.3,-16387.3,2317.7,5233.5,4005,4156.4
-13311.3,-11570.1,-12041.9,-16388.9,2315,5232.6,4003.5,4154.4
