,BEGININNG_BASELINE
EEG,3
Fnirs,3
EMG_ECG,606
,BEGINNING_STIMULATING
EEG,15490
Fnirs,484
EMG_ECG,7581
,ENDING_STIMULATING
EEG,38562
Fnirs,980
EMG_ECG,15505
