,BEGININNG_BASELINE
EEG,29122
Fnirs,910
EMG_ECG,6981
,BEGINNING_STIMULATING
EEG,44674
Fnirs,1396
EMG_ECG,14556
,ENDING_STIMULATING
EEG,68736
Fnirs,2148
EMG_ECG,25984
