,BEGININNG_BASELINE
EEG,7842
Fnirs,245
EMG_ECG,2050
,BEGINNING_STIMULATING
EEG,23202
Fnirs,725
EMG_ECG,9626
,ENDING_STIMULATING
EEG,53922
Fnirs,1685
EMG_ECG,20876
