,BEGININNG_BASELINE
EEG,17474
Fnirs,538
EMG_ECG,8422
,BEGINNING_STIMULATING
EEG,33090
Fnirs,1018
EMG_ECG,16092
,ENDING_STIMULATING
EEG,50945
Fnirs,1592
EMG_ECG,23592
