EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
-5062.5,-3802.8,-9439.1,-7487.1,-6118.5,-1869.3,-4971.6,-6986.6
-5076.5,-3815.7,-9450.8,-7495.8,-6133,-1885.6,-4985.7,-6988.8
-5103.9,-3843.2,-9476.6,-7516.6,-6158.4,-1912.9,-5011.5,-6998.6
-5123.5,-3864.2,-9500.3,-7540,-6175.1,-1929.3,-5028.8,-7007
-5121.9,-3863,-9501.7,-7546.3,-6170.7,-1922.5,-5023.8,-7012
-5114.8,-3853.8,-9492.1,-7539.4,-6159.4,-1909.6,-5012,-7013.2
-5094,-3831.9,-9473.4,-7524.8,-6137.4,-1885.7,-4989.6,-7010.2
-5064.9,-3803.6,-9451.5,-7510.3,-6113.6,-1860.4,-4966.7,-7007.5
-5058.5,-3795.6,-9437.6,-7490.4,-6109.6,-1859.3,-4964.2,-6997.2
-5069.1,-3806.2,-9444.3,-7490.6,-6125.9,-1877.2,-4979.7,-6995.1
-5087.8,-3828.3,-9461.9,-7506.4,-6151.4,-1903.3,-5004.3,-7006.7
-5111.4,-3854.2,-9483.2,-7530,-6181.1,-1930.4,-5032.3,-7042.3
-5116.5,-3860,-9492.6,-7541,-6184.9,-1933.7,-5036.8,-7053.2
-5120.3,-3867,-9498.2,-7546.7,-6186,-1936.6,-5039.4,-7050.1
-5092.9,-3843.2,-9477.9,-7534.4,-6163.1,-1910.1,-5015.9,-7040.3
-5074.6,-3820.5,-9449.2,-7505.3,-6137.4,-1884.5,-4989.6,-7019.7
-5064.7,-3803.3,-9436.9,-7487.4,-6113.8,-1866,-4969.2,-6987.3
-5061.5,-3804.6,-9439.2,-7488.7,-6117.6,-1872.2,-4973.2,-6977.7
-5073.2,-3814.9,-9451.6,-7497.1,-6132.7,-1887.8,-4987.7,-6983.6
-5095.5,-3841.4,-9473.2,-7517.1,-6158.7,-1914.1,-5013.6,-6995.1
-5116.6,-3861.5,-9494.3,-7540.6,-6181.1,-1934.2,-5035.2,-7011
-5115.6,-3861,-9497.1,-7545.1,-6180.7,-1931.6,-5034.3,-7020.6
-5104.7,-3852.6,-9489.5,-7539.6,-6170.2,-1919.1,-5022.5,-7023.9
-5081.6,-3828.8,-9470.5,-7519.3,-6148.1,-1894.5,-4999.6,-7018.5
-5056.6,-3802.5,-9446.3,-7493.5,-6121,-1869.4,-4974.9,-7004.8
-5049.5,-3795.6,-9433.9,-7480.9,-6113.1,-1864.8,-4968,-6994.2
-5061.3,-3808,-9440.7,-7487.4,-6123.7,-1876.7,-4978.1,-6991.8
-5082,-3828.5,-9458.6,-7500.7,-6142.2,-1897,-4997.1,-6994.5
-5110.1,-3855.3,-9487.6,-7525.2,-6170.2,-1924.2,-5023.8,-7007.2
-5122.1,-3866.8,-9500.8,-7542.7,-6183.4,-1936.1,-5035.8,-7019.5
-5112.9,-3857.2,-9493.2,-7543.2,-6176.8,-1928.1,-5029.9,-7023.7
-5096.4,-3840.4,-9479.4,-7532.9,-6160.9,-1912.2,-5014.8,-7018.2
-5067.8,-3808.5,-9453.6,-7504.7,-6133.8,-1883.4,-4987.5,-7006.7
-5045.9,-3792.3,-9432.6,-7481.5,-6117.9,-1867.3,-4971.5,-6995.2
-5051.2,-3801.9,-9434.4,-7481.2,-6123.1,-1874,-4977,-6989.4
-5064.1,-3815.2,-9447.5,-7491.7,-6132.1,-1884.4,-4986.8,-6985.2
-5095.9,-3835.9,-9469.2,-7506.3,-6150.5,-1903.8,-5004.1,-6988.7
-5122.5,-3861.5,-9493.7,-7528.6,-6177.2,-1930.7,-5029.9,-7002.4
-5117.5,-3860.7,-9498.2,-7541.4,-6181.2,-1930.4,-5032.3,-7014.9
-5104.3,-3852,-9495.9,-7548.8,-6173,-1920,-5024.7,-7027
-5080.7,-3826.6,-9474,-7527.9,-6149.3,-1896.8,-5003.1,-7020.7
-5054.3,-3797.3,-9448.2,-7499.8,-6124.2,-1871.3,-4978.7,-7005.5
-5046.4,-3790.2,-9436.3,-7483.7,-6117.3,-1864.6,-4971,-6997.2
-5059.1,-3804.4,-9442.5,-7487.6,-6132.6,-1879.6,-4984.8,-7015
-5084.2,-3831,-9462.1,-7502.6,-6150.6,-1901.1,-5003.5,-7019.9
-5115.7,-3862.4,-9491.3,-7529.9,-6175.4,-1928.8,-5029.1,-7024.8
-5124.8,-3871.1,-9503.7,-7545.1,-6187.8,-1939.1,-5040.3,-7031.2
-5119,-3866.7,-9495,-7539.6,-6184.5,-1934.9,-5035.8,-7027.2
-5108.9,-3849.6,-9487,-7532.4,-6165.8,-1917.5,-5019.2,-7006.3
-5074.5,-3817.8,-9461.6,-7513.9,-6137.2,-1886.8,-4990.6,-6992.2
-5053.1,-3797.5,-9438.8,-7493.2,-6116.1,-1865.9,-4969.8,-6982.8
-5057.4,-3800,-9437.1,-7485.1,-6116,-1867.8,-4969.9,-6976.9
-5070.9,-3816.9,-9448,-7492.2,-6129.9,-1882.4,-4983.1,-6978.7
-5097.7,-3846.1,-9470.6,-7513.5,-6154.9,-1908.1,-5007.2,-6988.6
-5118.9,-3867.6,-9494.6,-7538.2,-6179,-1931,-5029.9,-7004.6
-5118.3,-3867,-9501.2,-7546,-6184.4,-1933.6,-5033.8,-7016.4
-5104.8,-3855.2,-9492.8,-7539.4,-6174.7,-1923.6,-5025.5,-7019
-5087.8,-3830.4,-9473.8,-7523.8,-6151.2,-1897.9,-5002.9,-7013.9
-5062.3,-3803.6,-9449.2,-7499.8,-6122.1,-1869.1,-4975.6,-6999.6
-5053,-3795.8,-9439.5,-7485.3,-6111,-1860.2,-4965.2,-6986.2
-5064.3,-3807,-9448.1,-7491.6,-6119.8,-1870.8,-4973.4,-6983.1
-5084.5,-3826.3,-9462.5,-7505.5,-6138.5,-1891,-4991.9,-6987.3
-5111,-3853.4,-9485.8,-7528.7,-6165.7,-1918.5,-5018.4,-6999.5
-5124.5,-3867.6,-9500.1,-7547,-6177.9,-1930.7,-5031.1,-7008.5
-5117.9,-3860,-9496.6,-7545.9,-6174.6,-1924.4,-5027.2,-7014
-5101.8,-3843.3,-9483.9,-7535.5,-6162,-1909.6,-5014.2,-7015
-5072.9,-3814.6,-9459.9,-7513.2,-6135.6,-1882.3,-4989.1,-7007
-5049.1,-3793.3,-9439.9,-7490.2,-6113.1,-1862,-4968.8,-6990.3
-5052.4,-3794.5,-9435.9,-7481,-6113,-1863.5,-4968,-6981.1
-5066.2,-3810.3,-9445.2,-7487.9,-6126.2,-1878.1,-4980.3,-6983.6
-5092.9,-3839.2,-9469.9,-7512.7,-6152.2,-1905.5,-5005.5,-6997.1
-5111.9,-3858.3,-9496.7,-7544.1,-6174.4,-1926.8,-5027.4,-7020.7
-5116.2,-3861.3,-9500.8,-7549.6,-6180.9,-1932.4,-5034.3,-7030.8
-5112.3,-3855,-9495.7,-7544.8,-6178.4,-1928,-5031.2,-7033
-5082,-3830.4,-9472.7,-7528.5,-6155.9,-1902.7,-5009.1,-7031.7
-5054.9,-3803.6,-9443.9,-7499.8,-6133.3,-1879.7,-4987.2,-7038.6
-5046.1,-3794.5,-9434.3,-7482.5,-6123,-1871.8,-4977.4,-7028.6
-5063.9,-3803.2,-9446.4,-7483.4,-6128.7,-1880.3,-4983.3,-7016.7
-5080.3,-3816.5,-9460.5,-7493.8,-6140.8,-1893.4,-4994.1,-7012.6
-5119.9,-3855.8,-9485.1,-7515.7,-6176,-1932.1,-5026.9,-7015.3
-5129.6,-3869.3,-9500.2,-7540.2,-6186.1,-1943.6,-5038.6,-7010.7
-5115.8,-3854.7,-9493.3,-7542.3,-6179,-1931.8,-5031.1,-7011.8
-5100.1,-3842.7,-9481.1,-7533.4,-6168.4,-1917.8,-5020.3,-7014.6
-5071.1,-3814.5,-9457.9,-7511.9,-6143,-1891.8,-4995.8,-7007.9
-5050.7,-3792.4,-9436.9,-7491.4,-6120.8,-1871.1,-4974.7,-6997.7
-5051.7,-3792.3,-9434.4,-7484.6,-6119.9,-1872.6,-4974.6,-6991.6
-5062.4,-3801.2,-9444.6,-7488.4,-6130.5,-1882.7,-4984.4,-6993.2
-5087.8,-3826.4,-9466.1,-7503.4,-6153.7,-1907.2,-5006.6,-7001.8
-5113.6,-3852.3,-9489.8,-7529.6,-6178.5,-1932.8,-5031.8,-7015.4
-5116.3,-3858.2,-9493.2,-7544.6,-6182.9,-1935.4,-5036.2,-7025.4
-5107.2,-3849.1,-9484.4,-7542.5,-6175.4,-1927.2,-5029.3,-7027.6
-5086,-3828.7,-9467.5,-7528.1,-6155.4,-1906.6,-5010.2,-7022
-5057.7,-3801.9,-9444.9,-7504.5,-6130.2,-1880.1,-4985,-7009.9
-5045,-3788.7,-9431.6,-7486.7,-6116,-1867.4,-4971.2,-6996.9
-5056.9,-3798.7,-9438.1,-7489.9,-6123.8,-1877.4,-4978.7,-6992.4
-5074.3,-3814.9,-9450.7,-7502.6,-6137.5,-1892.9,-4992.6,-6990.4
-5105.5,-3846.8,-9476,-7524.8,-6168.7,-1924,-5021.8,-7000.7
-5114.3,-3856.8,-9488,-7541.1,-6181.6,-1934.3,-5033.2,-7014.7
-5112.4,-3854.5,-9490.5,-7542.5,-6179.4,-1931.9,-5032.2,-7021.6
-5090.9,-3835,-9478.7,-7533.7,-6160.5,-1912.8,-5015,-7016.3
-5071.8,-3814.2,-9459.6,-7514.8,-6140.8,-1892.7,-4995.5,-7006.9
-5046.4,-3789.7,-9435.5,-7490.9,-6118.4,-1869.7,-4972.5,-6996
-5045.9,-3788.8,-9431.9,-7485.3,-6117.3,-1869.4,-4970.8,-6991.4
-5058.7,-3803.2,-9446.1,-7500.4,-6130.6,-1882.4,-4983.6,-7000.6
-5082,-3826.9,-9463.5,-7510.3,-6149.3,-1903.4,-5003.3,-7006.5
-5105.9,-3855.7,-9487.5,-7532.5,-6176.6,-1931.4,-5030,-7018.5
-5110,-3857.7,-9493.4,-7543.1,-6183.1,-1936.4,-5036,-7032.2
-5110.4,-3851.3,-9489,-7538.7,-6182.2,-1933.1,-5034.7,-7055.7
-5092.5,-3834.9,-9474.4,-7525.5,-6165.1,-1915.5,-5018.7,-7053.2
-5068.2,-3809.7,-9451.9,-7504.1,-6139.3,-1889.9,-4993.5,-7034.3
-5051.5,-3792.8,-9432.4,-7483.1,-6122.1,-1872.9,-4975.5,-7015.4
-5065.8,-3805.2,-9434.2,-7476,-6131.3,-1883.7,-4982.9,-7000.7
-5081.5,-3819.6,-9451.9,-7487.3,-6141.4,-1897.3,-4995,-6983.8
-5103.8,-3844.5,-9479.2,-7514,-6167.1,-1922.7,-5019.8,-6990
-5114.7,-3859.7,-9497.5,-7537.5,-6183.6,-1936.7,-5034.7,-7007.3
-5113.2,-3857.5,-9499.4,-7544,-6181.5,-1933.5,-5033.1,-7016.7
-5098.5,-3843.1,-9488.3,-7536.1,-6171.1,-1923.1,-5023.4,-7019.3
-5076,-3818.4,-9467.3,-7517.2,-6147.1,-1898.2,-4999.6,-7014
-5052.3,-3793.6,-9445.2,-7493.6,-6121.4,-1871,-4973.7,-7001.8
-5047.2,-3790.9,-9438.3,-7482.5,-6118.3,-1868.3,-4970,-6992.2
-5059.8,-3801.5,-9445.3,-7487.7,-6126.6,-1880.8,-4980.5,-6990.2
-5083.6,-3825.6,-9461.6,-7503.8,-6147.6,-1903.9,-5002,-6995.4
-5111.8,-3851.2,-9484.2,-7528.4,-6171.7,-1928,-5025.3,-7007.2
-5123.3,-3861,-9498.5,-7544.7,-6181.8,-1937.2,-5034.9,-7017
-5108.2,-3851.7,-9494.7,-7542.6,-6176.5,-1930,-5029,-7021
-5091.9,-3830.2,-9481.6,-7529,-6160.5,-1912,-5012.5,-7018.2
-5063.8,-3800.9,-9456.6,-7504.8,-6132.3,-1883.6,-4985.2,-7006.6
-5044.9,-3787.6,-9437,-7486.7,-6114.8,-1868.9,-4969.3,-6990.2
-5055,-3794.9,-9439.1,-7485.5,-6122,-1876.3,-4975.7,-6983.8
-5068.9,-3809.8,-9452,-7497.1,-6137,-1891.4,-4990,-6987.3
-5095.5,-3837,-9476.3,-7517.8,-6163.1,-1916.9,-5014.7,-6997.4
-5113.7,-3853.4,-9497,-7537.7,-6180.7,-1933.9,-5032.6,-7005.2
-5104.2,-3846.5,-9492.6,-7539.4,-6175,-1926.3,-5026.8,-7008.4
-5098.6,-3841.2,-9486.6,-7534.3,-6169.7,-1920.7,-5020.9,-7009.8
-5076.7,-3819.2,-9471.6,-7524.4,-6150.1,-1898.1,-5000.9,-7009.2
-5047.1,-3788.4,-9449.3,-7508.2,-6121.6,-1868.6,-4973.3,-7005.8
-5046.1,-3786.6,-9441.3,-7489.7,-6114.5,-1865.5,-4967.4,-6994.7
-5060.3,-3802.6,-9451.2,-7494.3,-6126.6,-1879.8,-4978.5,-6990.9
-5080.2,-3820.9,-9466.1,-7510,-6146.5,-1900.2,-4997.8,-6999.3
-5106.1,-3849.9,-9487.6,-7536,-6179.2,-1929.7,-5028.3,-7033
-5118.7,-3863.5,-9500.3,-7550.9,-6191.7,-1942.4,-5041.6,-7044.5
-5116.4,-3862.3,-9502.3,-7555.3,-6187.7,-1937,-5037.8,-7042.9
-5092.1,-3840.2,-9484.4,-7541.2,-6166.6,-1913.6,-5015.8,-7033.2
-5067.6,-3815.6,-9454.9,-7508.4,-6140,-1887.6,-4988.8,-7011.4
-5055.8,-3805.4,-9443.7,-7492.8,-6119.5,-1871,-4971.4,-6980.8
-5057.4,-3806.9,-9444.9,-7493.7,-6117.5,-1869.8,-4969.9,-6969.2
-5068.4,-3818.3,-9454,-7501.4,-6128.2,-1880.6,-4980,-6973
-5100.2,-3844.5,-9479.8,-7521,-6156,-1909.6,-5007.3,-6985.3
-5119.4,-3859.4,-9501.8,-7541.1,-6180.6,-1933.7,-5031.3,-7002
-5110.1,-3851.7,-9504,-7546.3,-6183.4,-1935.1,-5034.2,-7014.2
-5104.1,-3840.2,-9500,-7539.4,-6174,-1924,-5024.3,-7019.1
-5082.7,-3813.8,-9479.9,-7520.4,-6151.2,-1898.6,-5000.7,-7014.6
-5055.8,-3786.3,-9450.6,-7495.8,-6125.7,-1873.5,-4977.3,-7001.7
-5048.5,-3779.4,-9436.1,-7480,-6119.2,-1868.2,-4971.9,-6991.4
-5061.4,-3790.5,-9442.1,-7484.6,-6129.1,-1879.6,-4982.2,-6989.5
-5081.9,-3811.4,-9460,-7499.8,-6146.6,-1900,-5000,-6993.4
-5106.7,-3838.1,-9485.2,-7523,-6172.3,-1925.6,-5024.5,-7005.5
-5120.8,-3850.9,-9501.3,-7541.7,-6187.8,-1938.9,-5039.2,-7018.8
-5115.3,-3844.7,-9499.3,-7544.8,-6181.3,-1930.7,-5033.4,-7024.5
-5098.5,-3827.1,-9485.2,-7533,-6161.9,-1911.3,-5015.7,-7018.6
-5072.1,-3796.8,-9460.9,-7506.3,-6137.6,-1885.9,-4990.8,-7008.7
-5057.7,-3778.7,-9444.6,-7484.9,-6121.6,-1871.3,-4975,-6999.2
-5055,-3780.6,-9440.4,-7477.6,-6118.8,-1871.1,-4972.9,-6992.2
-5069.3,-3798.7,-9453.5,-7487.7,-6129.8,-1884.6,-4984.9,-6988.1
-5094.4,-3822.1,-9471.4,-7503.3,-6151.3,-1907.3,-5005.4,-6992.4
-5121.8,-3849.3,-9492.6,-7526.8,-6176.5,-1932.1,-5028.7,-7006.8
-5123.4,-3851,-9500.2,-7542.5,-6181.2,-1934.3,-5032.6,-7020.6
-5106,-3836,-9496.5,-7545.4,-6169,-1920.4,-5021.1,-7032.5
-5085.4,-3818.1,-9478.9,-7522.5,-6149.4,-1901.4,-5002.7,-7027.5
-5060.9,-3793,-9453.7,-7495.7,-6124.2,-1876.2,-4977.9,-7014.7
-5049.7,-3783.8,-9438.7,-7480.1,-6113.8,-1866.2,-4967,-7007.5
-5059.6,-3793.4,-9439.8,-7479.3,-6126.5,-1879.1,-4978.3,-7024.3
-5088.4,-3819.6,-9462.3,-7493.9,-6147.9,-1902,-4999.7,-7028.6
-5121.9,-3852.1,-9493.8,-7522.9,-6178.3,-1931.4,-5029.4,-7032.3
-5128.3,-3860.4,-9505.7,-7541.3,-6189.1,-1939,-5038.8,-7037.2
-5125.4,-3854,-9498.2,-7533.1,-6184.3,-1934.5,-5033.8,-7032.5
-5112.6,-3838.1,-9492.5,-7526.1,-6167.8,-1919.7,-5020.3,-7013.6
