,BEGININNG_BASELINE
EEG,10626
Fnirs,332
EMG_ECG,5899
,BEGINNING_STIMULATING
EEG,26146
Fnirs,817
EMG_ECG,13479
,ENDING_STIMULATING
EEG,37760
Fnirs,1180
EMG_ECG,19009
