,BEGININNG_BASELINE
EEG,15138
Fnirs,473
EMG_ECG,8785
,BEGINNING_STIMULATING
EEG,30722
Fnirs,960
EMG_ECG,16240
,ENDING_STIMULATING
EEG,51264
Fnirs,1602
EMG_ECG,26133
