,BEGININNG_BASELINE
EEG,17762
Fnirs,555
EMG_ECG,6727
,BEGINNING_STIMULATING
EEG,33346
Fnirs,1042
EMG_ECG,14326
,ENDING_STIMULATING
EEG,56386
Fnirs,1762
EMG_ECG,25576
