,BEGININNG_BASELINE
EEG,11810
Fnirs,369
EMG_ECG,2158
,BEGINNING_STIMULATING
EEG,27394
Fnirs,856
EMG_ECG,9384
,ENDING_STIMULATING
EEG,50434
Fnirs,1576
EMG_ECG,20634
