,BEGININNG_BASELINE
EEG,2
Fnirs,32
EMG_ECG,2
,BEGINNING_STIMULATING
EEG,14404
Fnirs,450
EMG_ECG,7702
,ENDING_STIMULATING
EEG,37442
Fnirs,1770
EMG_ECG,18952
