,BEGININNG_BASELINE
EEG,16066
Fnirs,502
EMG_ECG,7702
,BEGINNING_STIMULATING
EEG,31714
Fnirs,991
EMG_ECG,15278
,ENDING_STIMULATING
EEG,54754
Fnirs,1711
EMG_ECG,26528
