,BEGININNG_BASELINE
EEG,29429
Fnirs,914
EMG_ECG,45866
,BEGINNING_STIMULATING
EEG,45301
Fnirs,1415
EMG_ECG,54614
,ENDING_STIMULATING
EEG,68341
Fnirs,2135
EMG_ECG,64874
